Id Estado;Estado;Material;Tipo material;Texto breve de material;Centro área pl.nec.;Almacén;Ubicación;Caract.planif.nec.;Punto de pedido;Cálculo de tamaño de lote;Stock alm.máx.;Libre utilización;Libre Utilización Área;Stock de seguridad;Stock en Curso;Cantidad Pendiente en SolPed;Grupo de compras;Denominación GrpComp;Valor total;Nombre Fabricante;Numero Pieza de Fabricante;Rubro;SubRubro;Embalar;Peso bruto;Peso neto;Unidad de peso;Volumen;Plazo entrega prev.;Valor libre utilización;Moneda valor libre utilización;Menor a PP;Stock nulo;Mayor a PP;Mayor a Stock Maximo;Menor a PP area;Stock nulo area;Mayor a PP area;Mayor a Stock Maximo area
2;02-MENOR A PUNTO DE PEDIDO;1015789;ZSSD;DETERGENTE X 5 LTS;MR01;0374;AB01;CL;10;HB;20;4;0;0;0;0;C17;INSUMOS A;27047,28;;;LIMPIEZA;LIMPIEZA /SEGURIDAD;?;0;0;KG;0;15;27047,27;;1;;;;;1;;
2;02-MENOR A PUNTO DE PEDIDO;1015790;ZSSD;ESPONJA P/LAVAR VAJILLA X UN;MR01;0374;MJ01;RE;10;HB;20;3;0;0;0;0;C17;INSUMOS A;2936,19;;;LIMPIEZA;LIMPIEZA /SEGURIDAD;?;0;0;KG;0;15;2936,18;;1;;;;;1;;
4;04-MAYOR A STOCK MAXIMO;1015794;ZSSD;FUSIBLE PLANO 30AMP. XUN;MR01;0374;CAJON EST.;V1;10;HB;20;115;0;0;0;0;C03;EQUIPOS;30677,4;;;REPUESTOS;ELECTRICIDAD AUTOMOTOR;?;0;0;KG;0;15;30677,79;;;;;1;;1;;
4;04-MAYOR A STOCK MAXIMO;1015795;ZSSD;FUSIBLE PLANO 3AMP. XUN;MR01;0374;CAJON EST.;V1;10;HB;20;25;0;0;0;0;C03;EQUIPOS;2551,25;;;REPUESTOS;ELECTRICIDAD AUTOMOTOR;?;0;0;KG;0;15;2551,33;;;;;1;;1;;
4;04-MAYOR A STOCK MAXIMO;1015796;ZSSD;FUSIBLE PLANO 40AMP. XUN;MR01;0374;CAJON EST.;V1;10;HB;20;30;0;0;0;0;C03;EQUIPOS;3010,5;;;REPUESTOS;ELECTRICIDAD AUTOMOTOR;?;0;0;KG;0;15;3010,42;;;;;1;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1015801;ZSSD;GUANTES LATEX TALLE M;MR01;0374;FC03PALLET;V1;12;HB;24;24;0;0;0;0;C17;INSUMOS A;75597,6;;;SEGURIDAD;GUANTE;?;0;0;KG;0;15;75597,59;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1015802;ZSSD;HOJA DE SIERRA 18D;MR01;0374;;V1;15;HB;30;30;0;0;0;0;C27;FERRETERIA MR01;64599,9;;;FERRETERIA;INSUMOS;?;0;0;KG;0;15;64599,93;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1015804;ZSSD;HOJA DE SIERRA 32D;MR01;0374;MI05;V1;15;HB;30;30;0;0;0;0;C27;FERRETERIA MR01;69002,4;;;FERRETERIA;INSUMOS;?;0;0;KG;0;15;69002,36;;;;1;;;1;;
4;04-MAYOR A STOCK MAXIMO;1015805;ZSSD;"HOJA DE SIERRA PARA ARCO 24D&#160; XUN";MR01;0374;MI05;V1;10;HB;20;129;0;0;0;0;C27;FERRETERIA MR01;280733,67;;;FERRETERIA;INSUMOS;?;0;0;KG;0;15;280734,25;;;;;1;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1015807;ZSSD;LAVANDINA X 5 LTS;MR01;0374;AB01;CL;25;HB;60;36;0;0;0;0;C17;INSUMOS A;103966,2;;;LIMPIEZA;LIMPIEZA /SEGURIDAD;?;0;0;KG;0;15;103966,22;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1015813;ZSSD;LÍQUIDO PARA LAMPAZO X 5 LTS;MR01;0374;AB01;V1;12;HB;24;21;0;0;0;0;C17;INSUMOS A;436146,27;;;LIMPIEZA;LIMPIEZA /SEGURIDAD;?;0;0;KG;0;15;436146,37;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1015858;ZSSD;RAID COMÚN  X UN;MR01;0374;MJ01;CL;24;HB;48;32;0;0;0;0;C17;INSUMOS A;201520,32;;;LIMPIEZA;LIMPIEZA /SEGURIDAD;?;0;0;KG;0;15;201520,26;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1015866;ZSSD;TRAPO DE PISO X UN;MR01;0374;MJ03;CL;30;HB;50;35;0;0;0;0;C17;INSUMOS A;44523,85;;;LIMPIEZA;INSUMOS;?;0;0;KG;0;15;44523,95;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1015940;ZSCD;DISCO DESBASTE 178X7X22.2 XUN;MR01;0374;;V1;25;HB;50;50;0;0;0;0;C27;FERRETERIA MR01;243422;;;FERRETERIA;INSUMOS;?;0;0;KG;0;15;243422;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016017;ZSCD;BOTIN CONW 53 BAF MARRON FLOR P.ACER N36;MR01;0374;EA02PALLET;CL;3;HB;6;5;0;0;0;0;C28;SEGURIDAD/ROPA/EPP;198564,35;;;SEGURIDAD;CALZADO;?;0;0;KG;0;15;198564,36;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016077;ZSTO;ARANDELA;MR01;0374;BB01BIS;V1;13;HB;26;21;0;0;0;0;G05;AJUSTE;55004,25;JOHN DEERE;24M7243;DESGASTE;VOLVO EC 480D;8-VARIOS;0,061;0;KG;9,812;25;55004,23;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016193;ZSTO;CUBIERTA 245/65 R17 111T;MR01;0374;HC03;V1;2;HB;10;8;0;0;0;0;C47;CUBIERTAS AUTOMOTR;1643366,64;PIRELLI NE // GOOD YEAR;111T XL SCORPION // 111T XL WRANGLERWORKHORS;CUBIERTAS;VW AMAROK;5-CUBIERTAS;16,5;0;KG;103167,84;15;1643366,68;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016195;ZSTO;CUBIERTA DELANTERO 13 R 22.5 I;MR01;0374;GC03;V1;6;HB;11;11;0;0;0;0;C48;CUBIERTAS CAMIONES;6487534,13;PIRELLI NE //;FG:01 // S811;CUBIERTAS;CAMION;5-CUBIERTAS;75;0;KG;77715;15;6487534,18;;;;1;;;1;;
4;04-MAYOR A STOCK MAXIMO;1016196;ZSTO;CUBIERTA TRASERO 13 R 22.5;MR01;0374;HB01/02/03;V1;9;HB;18;23;0;0;0;0;C48;CUBIERTAS CAMIONES;11759724,05;PIRELLI NE // TRIANGLE T;TQ:01 // TR918 18PR;CUBIERTAS;CAMION;5-CUBIERTAS;78;0;KG;295411,2;15;11759724,1;;;;;1;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016239;ZSTO;Filtro Primario;MR01;0374;BB04;V1;2;HB;5;2;0;0;0;0;F04;FILTRO AIRE;329043,7;FLEETGUARD // // // DONALDSON;AF 55021 // FAI5294 // SA16797 // DBA5294;FILTROS;GRUA TEREX 780;8-VARIOS;2,065;0;KG;19270;15;329043,71;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016240;ZSTO;FILTRO DE CABINA;MR01;0374;BA03;V1;2;HB;3;2;0;0;0;0;F05;FILTRO AIRE CABINA;28977,12;FRAMM // MANN;CF 5818 // CU3138;FILTROS;GRUA TEREX 780;9-FRAGIL;0,114;0;KG;3240;15;28977,12;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016279;ZSTO;FILTRO LINEA HIDRAULICO;MR01;0374;BA03;V1;1;HB;2;2;0;0;0;0;F06;FILTRO COMBUSTIBLE;158279,52;BOMAG GMBH // HIFI FILTE;07993094 // SH 52628;FILTROS;FILTRO COMB;7-PESADO;0,35;0;KG;1114,75;20;158279,52;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016281;ZSTO;KIT TUERCA/BULON 30 U P/SEGMENTO CORTE;MR01;0374;BA01BIS;V1;1;HB;2;2;0;0;0;0;G05;AJUSTE;380809,28;KOMATSU HO;1783205000;DESGASTE;EXCAVADORA KOMATSU PC 240;7-PESADO;17,5;0;KG;10626;15;380809,29;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016296;ZSTO;Tuerca de Portauñas izq/ der;MR01;0374;BB02 BIS;V1;2;HB;4;4;0;0;0;0;G05;AJUSTE;67273,08;CATERPILLA;2J5997;DESGASTE;CAT 950L;7-PESADO;0,241;0;KG;54,95;15;67273,06;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016297;ZSTO;Tornillo de Portauñas centrales;MR01;0374;BA01 BIS;V1;3;HB;6;6;0;0;0;0;G05;AJUSTE;20200,5;CATERPILLA;5P8136;DESGASTE;CAT 950L;8-VARIOS;4,384;0;KG;2197;15;20200,5;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016308;ZSTO;Correa de A/A;MR01;0374;TABLERO2;V1;1;HB;2;2;0;0;0;0;C29;FILTROS/RESPUESTOS;8484;GOOD YEAR // POWER SPAN;13X1060 // A42;CORREAS;CORREAS;8-VARIOS;0,123;0;KG;148,5;15;8484;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016413;ZSTO;UÑA (INCLUYE TRABA);MR01;0374;FB01CAJON7;V1;10;HB;15;15;0;0;0;0;G04;UÑAS;1296836,85;CATERPILLA;505-4097;DESGASTE;CAT 323;3-DESGASTE;10;0;KG;5460;15;1296836,81;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016422;ZSTO;Filtro de Aire Primario;MR01;0374;BB02;V1;1;HB;3;1;0;0;0;0;F04;FILTRO AIRE;72775,19;CATERPILLA;479-8989;FILTROS;CAT 323;6-PESADO Y FRAGIL;2,276;0;KG;26040;20;72775,19;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016424;ZSTO;Filtro de Aire Secundario;MR01;0374;BB02;V1;1;HB;3;1;0;0;0;0;F04;FILTRO AIRE;44532,83;CATERPILLA;479-8991;FILTROS;CAT 323;8-VARIOS;0,512;0;KG;5328;20;44532,83;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016425;ZSTO;Filtro Cartucho de Combustible;MR01;0374;BB02;V1;1;HB;3;1;0;0;0;0;F06;FILTRO COMBUSTIBLE;26734,44;CATERPILLA;509-5694;FILTROS;CAT 323;9-FRAGIL;0,387;0;KG;1709,73;20;26734,44;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016426;ZSTO;Filtro Cartucho de Trampa de Agua;MR01;0374;BB02;V1;1;HB;3;1;0;0;0;0;F13;FILTRO TRAMPA DE A;33570,13;CATERPILLA;523-4987;FILTROS;CAT 323;8-VARIOS;0,44;0;KG;3267;20;33570,13;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016427;ZSTO;Filtro Tanque Hidraulico;MR01;0374;BB02;V1;1;HB;3;3;0;0;0;0;F07;FILTRO FLUIDO HIDR;931358,31;CATERPILLA //;491-5241 // 5909787;FILTROS;CAT 323;8-VARIOS;2,069;0;KG;15360;20;931358,3;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016429;ZSTO;Filtro A/A Cabina Exterior;MR01;0374;BB02;V1;1;HB;3;1;0;0;0;0;F10;FILTRO HVAC;101375,05;CATERPILLA;580-5439;FILTROS;CAT 323;9-FRAGIL;0,413;0;KG;5328;20;101375,05;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016434;ZSTO;Kit Correa y Tensores;MR01;0374;BA03;V1;6;HB;11;10;0;0;0;0;C29;FILTROS/RESPUESTOS;6634025;VOLVO MAQU // // //;20002072 // 20712530+22275091 // 22696301+21479276+21919687 // 22696301+21479276+24201573;REPUESTOS;VOLVO FM460;8-VARIOS;5,6;0;KG;5124;15;6634024,95;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016443;ZSTO;Uña;MR01;0374;GC01CAJON3;V1;8;HB;16;15;0;0;0;0;G04;UÑAS;956795,85;KOMATSU HO // KOMATSU HO;KH20S // 20Y-70-B1960;DESGASTE;PC210;3-DESGASTE;4,5;0;KG;2315,25;15;956795,78;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016444;ZSTO;Traba de Uña;MR01;0374;;V1;8;HB;16;16;0;0;0;0;G05;AJUSTE;487175,04;KOMATSU HO //;20Y70B1970 // KH20P;DESGASTE;PC210;7-PESADO;0,349;0;KG;66,5;15;487175,09;;;;1;;;1;;
2;02-MENOR A PUNTO DE PEDIDO;1016479;ZSCD;PROTECTOR SOLAR (CREMA) FACT 60 X 120ML;MR01;0374;ME02;V1;300;HB;600;108;0;0;0;0;C28;SEGURIDAD/ROPA/EPP;994204,8;;;SEGURIDAD;INSUMO;?;0;0;KG;2185;0;994205,09;;1;;;;;1;;
2;02-MENOR A PUNTO DE PEDIDO;1016480;ZSCD;PROTECTOR SOLAR DE LABIO x UN;MR01;0374;ME02;V1;300;HB;600;112;0;0;0;0;C28;SEGURIDAD/ROPA/EPP;835754,08;;;SEGURIDAD;INSUMO;?;0;0;KG;2,185;0;835753,82;;1;;;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016537;ZSTO;KIT FILTRO DE AIRE PRIMARIO Y SECUNDARIO;MR01;0374;BA03BIS;V1;1;HB;2;1;0;0;0;0;F04;FILTRO AIRE;179737,45;KOMATSU HO // DARMET;6001855100 // VP-3722 + VP-3723;FILTROS;PC2000;6-PESADO Y FRAGIL;3,496;0;KG;38175,75;15;179737,45;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016894;ZSTO;MAMELUCO DE CLAMINADOL XXL 60GR BLANCO;MR01;0374;DB03PALLET;V1;400;HB;600;525;0;0;0;0;C28;SEGURIDAD/ROPA/EPP;4255886,25;;;SEGURIDAD;INDUMENTARIA;8-VARIOS;0,205;0;KG;2418;21;4255884,74;;;;1;;;1;;
4;04-MAYOR A STOCK MAXIMO;1016909;ZSSD;CINTA METRICA X5MT;MR01;0374;FC03PALLET;V1;15;HB;30;65;0;0;0;0;C27;FERRETERIA MR01;203754,74;;;FERRETERIA;INSUMOS;?;0;0;KG;0;0;306260,86;;;;;1;;1;;
4;04-MAYOR A STOCK MAXIMO;1016919;ZSSD;LUBRICANTE MULTIUSO WD-40 440CC;MR01;0374;ARMARIO;V1;50;HB;70;91;0;0;0;0;C27;FERRETERIA MR01;868804,3;;;FERRETERIA;ADHESIVOS/SELLADORES/LUBRICANT;?;0;0;KG;0;0;868804,12;;;;;1;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016921;ZSSD;SOGA NAUTICA 8MM;MR01;0374;;V1;200;HB;400;400;0;0;0;0;C27;FERRETERIA MR01;135084;;MÚLT. 100 MTS;FERRETERIA;FERRETERIA;?;0;0;KG;0;0;135084,44;;;;1;;;1;;
4;04-MAYOR A STOCK MAXIMO;1016922;ZSSD;CHOCLA 30MT;MR01;0374;EA03CAJON;V1;60;HB;100;124;0;0;0;0;C27;FERRETERIA MR01;1240972,16;;;FERRETERIA;FERRETERIA;?;0;0;KG;0;0;1240971,89;;;;;1;;1;;
4;04-MAYOR A STOCK MAXIMO;1016923;ZSSD;PALA DE PUNTA FORJADA CABO MAD-METAL;MR01;0374;EC03;V1;10;HB;20;50;0;0;0;0;C27;FERRETERIA MR01;1890478,5;;;FERRETERIA;HERRAMIENTAS;?;0;0;KG;0;0;1890478,35;;;;;1;;1;;
4;04-MAYOR A STOCK MAXIMO;1016924;ZSSD;PALA ANCHA FORJADA CABO MAD Y METAL;MR01;0374;EC03;V1;10;HB;20;48;0;0;0;0;C27;FERRETERIA MR01;1856146,08;;;FERRETERIA;INSUMOS;?;0;0;KG;0;0;1856146,01;;;;;1;;1;;
4;04-MAYOR A STOCK MAXIMO;1016925;ZSSD;PALA CORAZON FORJADA CABO MAD Y METAL;MR01;0374;;V1;5;HB;10;12;0;0;0;0;C27;FERRETERIA MR01;477525,84;;;FERRETERIA;HERRAMIENTAS;?;0;0;KG;0;0;477525,9;;;;;1;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016927;ZSSD;CLAVERA SIMPLE;MR01;0374;DB2PALLET;V1;20;HB;40;21;0;0;0;0;C27;FERRETERIA MR01;416787,63;;;FERRETERIA;?;?;0;0;KG;0;0;416787,53;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016928;ZSSD;FRATACHO PLASTICO C GOMA ESPUMA 30CM;MR01;0374;FC03PALLET;V1;5;HB;10;7;0;0;0;0;C27;FERRETERIA MR01;11651,01;;;FERRETERIA;FERRETERIA;?;0;0;KG;0;0;11651,01;;;;1;;;1;;
4;04-MAYOR A STOCK MAXIMO;1016929;ZSSD;FRATACHO MADERA 30CM XUN;MR01;0374;FB03PALLET;V1;10;HB;20;25;0;0;0;0;C27;FERRETERIA MR01;57588,5;;;FERRETERIA;INSUMOS;?;0;0;KG;0;0;57588,48;;;;;1;;1;;
4;04-MAYOR A STOCK MAXIMO;1016931;ZSSD;CARRETILLA 75LT REFORZADA C RUEDA NEUMAT;MR01;0374;CACBCC01;V1;5;HB;10;16;0;0;0;0;C27;FERRETERIA MR01;923693,6;;;FERRETERIA;FERRETERIA;?;0;0;KG;0;0;1471809,16;;;;;1;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016932;ZSSD;RUEDA NEUMATICA P CARRETILLA 70LT;MR01;0374;EB03 CAJON;V1;10;HB;20;13;0;0;0;0;C27;FERRETERIA MR01;318193,59;;;FERRETERIA;INSUMOS;?;0;0;KG;0;0;318193,56;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016937;ZSSD;NIVEL DE BURBUJA 30CM;MR01;0374;FB02PALLET;V1;2;HB;4;4;0;0;0;0;C27;FERRETERIA MR01;30389,72;;;FERRETERIA;HERRAMIENTAS;?;0;0;KG;0;0;30389,7;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016938;ZSSD;SILICONA LIQUIDA BRILLO SILICONADO X5LT;MR01;0374;AB01;CL;10;HB;20;20;0;0;0;0;C17;INSUMOS A;731751,2;;;LIMPIEZA;LIMPIEZA /SEGURIDAD;?;0;0;KG;0;0;731751,12;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016940;ZSSD;DESODORANTE EN AEROSOL;MR01;0374;MJ03;CL;96;HB;144;142;0;0;0;0;C17;INSUMOS A;448024,2;;;LIMPIEZA;LIMPIEZA /SEGURIDAD;?;0;0;KG;0;0;448024,73;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016946;ZSSD;TALO LIBRETA DE MAQUINISTA 50H X DUPLICA;MR01;0374;MI04;V1;100;HB;200;100;0;0;0;0;C17;INSUMOS A;955481;;;LIBRERIA;TALONARIOS;?;0;0;KG;0;0;955480,78;;;;1;;;1;;
4;04-MAYOR A STOCK MAXIMO;1016950;ZSSD;ARRANCAMOTOR AEROSOL WURTH START-RAPID;MR01;0374;ARMARIO;V1;10;HB;20;25;0;0;0;0;C27;FERRETERIA MR01;304950,25;;;FERRETERIA;INSUMOS;?;0;0;KG;0;0;304950,35;;;;;1;;1;;
2;02-MENOR A PUNTO DE PEDIDO;1016954;ZSSD;TANZA 0.80MM -COLOR ROJO- XROLLO;MR01;0374;FB02PALLET;V1;18;HB;36;15;0;0;0;0;C27;FERRETERIA MR01;45336,6;;;FERRETERIA;ACCESORIOS;?;0;0;KG;0;0;45336,61;;1;;;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016957;ZSSD;SEPARADOR A4 PLASTICO C LENGUETAS;MR01;0374;ARMARIO;CL;12;HB;24;16;0;0;0;0;C17;INSUMOS A;14951,68;;MÚLT. 12U;LIBRERIA;PAPEL;?;0;0;KG;0;0;14951,74;;;;1;;;1;;
4;04-MAYOR A STOCK MAXIMO;1016960;ZSSD;RESALTADOR VERDE PUNTA CHANFLEADA;MR01;0374;ARMARIO;CL;10;HB;20;23;0;0;0;0;C17;INSUMOS A;6175,27;;MÚLT. 10U;LIBRERIA;ESCRITURA;?;0;0;KG;0;0;6175,34;;;;;1;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016961;ZSSD;RESALTADOR ROSA PUNTA CHANFLEADA;MR01;0374;ARMARIO;CL;10;HB;20;11;0;0;0;0;C17;INSUMOS A;3363,69;;MÚLT. 10U;LIBRERIA;ESCRITURA;?;0;0;KG;0;0;3363,67;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016962;ZSSD;RESALTADOR NARANJA PUNTA CHANFLEADA;MR01;0374;ARMARIO;CL;10;HB;20;18;0;0;0;0;C17;INSUMOS A;4690,98;;MÚLT. 10U;LIBRERIA;ESCRITURA;?;0;0;KG;0;0;4690,93;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016963;ZSSD;RESALTADOR CELESTE PUNTA CHANFLEADA;MR01;0374;ARMARIO;CL;10;HB;20;14;0;0;0;0;C17;INSUMOS A;0;;MÚLT. 10U;LIBRERIA;ESCRITURA;?;0;0;KG;0;0;6227,3;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016964;ZSSD;RESALTADOR AMARILLO PUNTA CHANFLEADA;MR01;0374;ARMARIO;CL;10;HB;20;20;0;0;0;0;C17;INSUMOS A;5905,2;;MÚLT. 10U;LIBRERIA;ESCRITURA;?;0;0;KG;0;0;5905,17;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016967;ZSSD;PERFORADORA MET MIT 40-45 HJ C REGLA;MR01;0374;ARMARIO;CL;1;HB;2;1;0;0;0;0;C17;INSUMOS A;18016,2;;;LIBRERIA;LIBRERIA;?;0;0;KG;0;0;18016,2;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016971;ZSSD;NOTAS ADHESIVAS (POST IT) 38X54 MM;MR01;0374;ARMARIO;CL;12;HB;24;14;0;0;0;0;C17;INSUMOS A;6252,4;;MÚLT. 12U;LIBRERIA;PAPEL;?;0;0;KG;0;0;6252,36;;;;1;;;1;;
2;02-MENOR A PUNTO DE PEDIDO;1016973;ZSSD;MAZA MINERO 3 KG;MR01;0374;EA03CAJON;V1;3;HB;6;2;0;0;0;0;C27;FERRETERIA MR01;56981,52;;;FERRETERIA;HERRAMIENTA MANUAL;?;0;0;KG;0;0;56981,52;;1;;;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016975;ZSSD;MARCADOR P PIZARRA ROJO;MR01;0374;ARMARIO;CL;10;HB;20;20;0;0;0;0;C17;INSUMOS A;16004,6;;MÚLT. 10U;LIBRERIA;ESCRITURA;?;0;0;KG;0;0;16004,54;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016976;ZSSD;MARCADOR P PIZARRA NEGRO;MR01;0374;ARMARIO;CL;10;HB;20;20;0;0;0;0;C17;INSUMOS A;13727,2;;MÚLT. 10U;LIBRERIA;ESCRITURA;?;0;0;KG;0;0;13727,19;;;;1;;;1;;
4;04-MAYOR A STOCK MAXIMO;1016977;ZSSD;MARCADOR P PIZARRA AZUL;MR01;0374;ARMARIO;CL;10;HB;20;32;0;0;0;0;C17;INSUMOS A;25711,68;;MÚLT. 10U;LIBRERIA;ESCRITURA;?;0;0;KG;0;0;25711,79;;;;;1;;1;;
4;04-MAYOR A STOCK MAXIMO;1016978;ZSSD;GRINFA D8;MR01;0374;FC03PALLET;V1;2;HB;6;10;0;0;0;0;C27;FERRETERIA MR01;73323,9;;;FERRETERIA;HERRAMIENTAS;?;0;0;KG;0;0;73323,9;;;;;1;;1;;
4;04-MAYOR A STOCK MAXIMO;1016980;ZSSD;GRINFA D12;MR01;0374;FC03PALLET;V1;2;HB;6;10;0;0;0;0;C27;FERRETERIA MR01;45899;;;FERRETERIA;HERRAMIENTAS;?;0;0;KG;0;0;45899,05;;;;;1;;1;;
4;04-MAYOR A STOCK MAXIMO;1016981;ZSSD;GRINFA D10;MR01;0374;FC03PALLET;V1;2;HB;6;10;0;0;0;0;C27;FERRETERIA MR01;34646;;;FERRETERIA;HERRAMIENTAS;?;0;0;KG;0;0;34645,97;;;;;1;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016982;ZSSD;FOLIO A4 ST X100;MR01;0374;ARMARIO;CL;10;HB;20;20;0;0;0;0;C17;INSUMOS A;98057,6;;;LIBRERIA;PAPEL;?;0;0;KG;0;0;98057,55;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016983;ZSSD;CUCHARA ALBANIL FORJADA 7PG;MR01;0374;FB03PALLET;V1;15;HB;30;17;0;0;0;0;C27;FERRETERIA MR01;133145,53;;;FERRETERIA;HERRAMIENTA MANUAL;?;0;0;KG;0;0;133145,47;;;;1;;;1;;
4;04-MAYOR A STOCK MAXIMO;1016986;ZSSD;CORTAFRIO FORJADO 22X200;MR01;0374;FC03PALLET;V1;10;HB;15;24;0;0;0;0;C27;FERRETERIA MR01;183340,8;;;FERRETERIA;INSUMOS;?;0;0;KG;0;0;183340,8;;;;;1;;1;;
4;04-MAYOR A STOCK MAXIMO;1016988;ZSSD;CINTA METRICA 3MT;MR01;0374;FC03PALLET;V1;10;HB;30;43;0;0;0;0;C27;FERRETERIA MR01;119112;;;FERRETERIA;INSUMOS;?;0;0;KG;0;0;222766,07;;;;;1;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016995;ZSSD;BROCHES FLEX CON FILO N50 X1000;MR01;0374;ARMARIO;CL;4;HB;8;4;0;0;0;0;C17;INSUMOS A;3853,88;;;LIBRERIA;LIBRERIA;?;0;0;KG;0;0;3853,89;;;;1;;;1;;
4;04-MAYOR A STOCK MAXIMO;1016997;ZSSD;BOLIGRAFO TRAZO GRUESO ROJO;MR01;0374;ARMARIO;V1;12;HB;24;50;0;0;0;0;C17;INSUMOS A;8650,5;;MÚLT. 50U;LIBRERIA;ESCRITURA;?;0;0;KG;0;0;8650,43;;;;;1;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1016998;ZSSD;BOLIGRAFO TRAZO GRUESO NEGRO;MR01;0374;ARMARIO;CL;75;HB;100;98;0;0;0;0;C17;INSUMOS A;25499,6;;MÚLT. 50U;LIBRERIA;ESCRITURA;?;0;0;KG;0;0;25500,05;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1017002;ZSSD;PILA ALCALINA AAA;MR01;0374;ARMARIO;CL;25;HB;50;50;0;0;0;0;C27;FERRETERIA MR01;79166,5;;;FERRETERIA;INSUMOS;?;0;0;KG;0;0;79166,66;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1017003;ZSSD;BATERIA 9V;MR01;0374;ARMARIO;CL;4;HB;6;4;0;0;0;0;C27;FERRETERIA MR01;26462,8;;;FERRETERIA;BATERIAS;?;0;0;KG;0;0;26462,79;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1017006;ZSSD;APRIETAPAPEL 32MM;MR01;0374;ARMARIO;CL;12;HB;24;18;0;0;0;0;C17;INSUMOS A;2719,98;;MÚLT. 12U;LIBRERIA;ACCESORIOS;?;0;0;KG;0;0;2719,98;;;;1;;;1;;
3;03-MAYOR A PUNTO DE PEDIDO;1017007;ZSSD;APRIETAPAPEL 51MM;MR01;0374;ARMARIO;CL;12;HB;24;24;0;0;0;0;C17;INSUMOS A;6797,52;;MÚLT. 12U;LIBRERIA;ACCESORIOS;?;0;0;KG;0;0;6797,5;;;;1;;;1;;
